,avg_iou,median_iou,success_50,success_75,fps,frames,battery_start,battery_end,energy_consumed_j,energy_consumed_wh,ostrack_only_energy_j,energy_saved_j,energy_saved_percent,ostrack_frames,siamapn_frames,skip_frames,mode_switches,time_s
uav_uav1_1,0.2967629013984641,0.20101301796287407,28.50707850707851,12.097812097812097,76.47668418878152,1554,66.66865968251746,64.12048345130978,137.60151648521423,0.03822264346811507,2331.0,2193.3984835147858,94.09688903967334,0,1554,0,1,20.319918632507324
uav_uav1_2,0.22638753602307143,0.0,27.128953771289538,22.871046228710462,76.48989941221089,822,64.03385783992564,62.63839177716794,75.35516738891602,0.02093199094136556,1233.0,1157.644832611084,93.88846979814144,0,822,0,1,10.746516942977905
uav_uav1_3,0.24345841503659585,0.0,30.72289156626506,20.080321285140563,20.412038325895825,996,98.96487445528189,74.22430420148584,1335.9907937049866,0.3711085538069407,1494.0,158.00920629501343,10.57625209471308,996,0,0,0,48.794734954833984
uav_uav2,0.44641102214030115,0.48,46.21212121212121,6.8181818181818175,20.540742504811128,132,98.25808146389623,95.04926378321946,173.27615475654602,0.048132265210151674,198.0,24.72384524345398,12.486790526996959,132,0,0,0,6.426252603530884
uav_uav3,0.21271151966748775,0.0,28.030303030303028,2.6515151515151514,77.1694122079454,264,65.01219476599286,64.52068697087093,26.541420936584473,0.00737261692682902,396.0,369.4585790634155,93.29762097560999,0,264,0,1,3.4210445880889893
uav_uav4,0.05926554351723006,0.0,7.051282051282051,0.641025641025641,76.63838767735275,156,65.26025235260778,64.94014241126652,17.28593683242798,0.004801649120118883,234.0,216.71406316757202,92.61284750750941,0,156,0,1,2.0355334281921387
uav_uav5,0.68778931880894,0.7028646358772206,92.7536231884058,35.507246376811594,20.394159138045502,138,73.61913125714997,70.21427533031842,183.86222004890442,0.05107283890247345,207.0,23.13777995109558,11.177671473959219,138,0,0,0,6.766643285751343
uav_uav6,0.5344695130332857,0.6269695270078186,73.14814814814815,12.962962962962962,20.048437939819035,108,80.02177808914642,77.31337842246619,146.25358200073242,0.04062599500020345,162.0,15.746417999267578,9.720011110659,108,0,0,0,5.386953353881836
uav_uav7,0.15496030859349322,0.0,20.698924731182796,8.60215053763441,19.859722295781175,372,93.9032404355934,84.37423376898607,514.5663599967957,0.14293509999910992,558.0,43.433640003204346,7.783806452187159,372,0,0,0,18.731379747390747
uav_uav8,0.09638709229026753,0.0,10.0,6.666666666666667,20.31871917442802,300,82.72727487321491,75.25922573111913,403.274653673172,0.11202073713143666,450.0,46.725346326828,10.383410294850668,300,0,0,0,14.764710187911987
uav_wakeboard1,0.7904271565839834,0.8004907041890184,100.0,69.28571428571428,64.62299583286944,420,68.65739515388101,67.85328624720574,43.42188096046448,0.012061633600129022,630.0,586.5781190395355,93.10763794278341,0,420,0,1,6.499234437942505
uav_wakeboard10,0.7415918339216814,0.76745587272139,96.7948717948718,55.34188034188035,19.992501715460936,468,84.85767043533824,73.62989528546302,606.2998580932617,0.16841662724812825,702.0,95.70014190673828,13.632498847113716,468,0,0,0,23.40877628326416
uav_wakeboard2,0.7725915443484944,0.7905949066293465,99.59016393442623,61.47540983606557,39.010182532219005,732,75.44856553989969,69.1213955122728,341.6671814918518,0.09490755041440328,1098.0,756.3328185081482,68.88277035593336,224,508,0,1,18.764331579208374
uav_wakeboard3,0.6198841807478958,0.6291771085413026,78.1021897810219,21.289537712895378,41.45904548898416,822,75.3912298316312,69.00444789187742,344.8862247467041,0.0958017290963067,1233.0,888.1137752532959,72.02869223465498,223,599,0,1,19.82679510116577
uav_wakeboard4,0.8050984465180441,0.823436618025436,98.5632183908046,79.3103448275862,67.60880077433274,696,67.564888661402,66.37686036556714,64.1535279750824,0.017820424437522887,1044.0,979.8464720249176,93.85502605602659,0,696,0,1,10.294517755508423
uav_wakeboard5,0.6674510024756839,0.7578564365004957,73.41696535244922,52.09080047789725,25.28721696177595,1674,98.2957150429139,69.15796753882087,1573.4383652210236,0.43706621256139544,2511.0,937.5616347789764,37.338177410552625,1170,504,0,1,66.19945573806763
uav_wakeboard6,0.8347760935034245,0.8509594095443651,99.3127147766323,86.08247422680412,67.31791689926757,1164,64.92492542270335,63.01368336592738,103.20707106590271,0.02866863085163964,1746.0,1642.7929289340973,94.08894209244544,0,1164,0,1,17.29108762741089
uav_wakeboard7,0.8220755369069495,0.8230237659627058,100.0,86.86868686868688,61.908246148868784,198,63.4613454848277,63.06412940320844,21.449668407440186,0.00595824122428894,297.0,275.5503315925598,92.7778894251043,0,198,0,1,3.1982815265655518
uav_wakeboard8,0.7769343074122541,0.7955970062622141,97.47081712062257,65.04539559014268,35.479563029796516,1542,84.06946419769483,68.44885715273311,843.5127804279327,0.23430910567442575,2313.0,1469.4872195720673,63.53165670436953,585,957,0,1,43.46164011955261
uav_wakeboard9,0.7904837991628396,0.8003521425052433,99.15254237288136,76.55367231638418,20.099360487280585,354,83.8366249564243,75.4324839144567,453.8236162662506,0.12606211562951405,531.0,77.17638373374939,14.534158895244706,354,0,0,0,17.61250066757202
